company_names,about,jobs,location,salaries,reviews,interviews,ratings
Sterlite Technologies,Hardware & Networking,118,Chhatrapati Sambhajinagar,10k,2.5k,182,3.8
Bajaj Electricals,Consumer Electronics & Appliances,20,Mumbai,7.5k,2.5k,152,3.9
V-Mart,Retail,19,Gurugram,4.4k,2.5k,192,4.1
Alldigi Tech,BPO,45,Chennai,7.5k,2.5k,234,3.9
IntouchCX,BPO,234,Hyderabad,10k,2.5k,240,2.7
Sammaan Capital Limited,NBFC,6,Gurugram,5.8k,2.5k,113,3.8
Tractors and Farm Equipment,Industrial Machinery,15,Chennai,8.4k,2.5k,136,3.9
Northern Trust Operating Services,Financial Services,51,Bengaluru,17.3k,2.5k,242,3.6
Laurus Labs,Pharma,7,Visakhapatnam,7.3k,2.5k,155,4.3
JCB,Industrial Machinery,--,Pune,9.5k,2.5k,168,3.9
Parle Agro,Beverage,--,Mumbai,6.7k,2.5k,147,4.0
Canara HSBC Life Insurance,Insurance,7,Gurugram,6.3k,2.4k,138,3.6
Planet Spark,EdTech,74,Gurugram,3.5k,2.4k,593,3.8
McDonald's,Hospitality,4,New Delhi,4.9k,2.4k,155,3.8
Patanjali Ayurved,FMCG,--,Haridwar,5.8k,2.4k,137,3.9
ICICI Securities,Financial Services,1,Mumbai,9.6k,2.4k,198,3.9
Paras Hospital,Healthcare,87,Patna,3.2k,2.4k,99,4.1
Statestreet HCL Services,BPO,--,Chennai,13.6k,2.4k,219,3.4
Hero FinCorp,NBFC,82,New Delhi,5.7k,2.4k,122,3.9
Emcure Pharmaceuticals,Pharma,61,Pune,8.4k,2.4k,125,3.6
Biocon Limited,Biotechnology,8,Bengaluru,11.6k,2.4k,187,4.1
Intellect Design Arena,Software Product,21,Chennai,13.5k,2.4k,182,3.6
Mahindra Rural Housing Finance,NBFC,15,Mumbai,4.8k,2.4k,104,4.0
Mahindra Holidays & Resorts,Hospitality,59,Mumbai,5.9k,2.4k,127,3.5
Datamatics Global Services,IT Services & Consulting,43,Mumbai,11.7k,2.4k,180,3.4
Adani Group,Power,804,Ahmedabad,11k,2.4k,293,3.8
CorroHealth Infotech,Analytics & KPO,59,Hyderabad,7.5k,2.4k,281,3.6
Taj Hotels Resorts and Palaces,Hospitality,459,Mumbai,4.8k,2.4k,160,4.2
Axis Direct,Financial Services,45,Mumbai,4.7k,2.4k,87,3.6
Aditya Birla Group,Metals & Mining,8,Mumbai,10k,2.4k,242,4.1
3i Infotech,IT Services & Consulting,77,Mumbai,10.7k,2.4k,165,3.4
Cadila Pharmaceuticals,Pharma,104,Ahmedabad,8k,2.4k,158,3.3
Cholamandalam MS General Insurance,Insurance,--,Chennai,6k,2.4k,115,3.7
Syngene International,Clinical Research,2,Bengaluru,12.6k,2.4k,191,3.8
Capgemini Engineering,IT Services & Consulting,--,Bengaluru,14.3k,2.3k,397,3.4
Info Edge,Internet,392,Noida,11.3k,2.4k,380,3.9
Bureau Veritas,Other,26,Mumbai,8.1k,2.3k,143,3.8
KocharTech,IT Services & Consulting,22,Kolkata,3.7k,2.3k,81,3.6
Delhi Public School,Education & Training,170,New Delhi,5.3k,2.3k,156,3.8
TaskUs,BPO,313,Indore,9.4k,2.3k,223,3.0
Aavas Financiers,NBFC,50,Jaipur,5.7k,2.3k,121,4.0
Cybage,IT Services & Consulting,25,Pune,17.2k,2.3k,213,3.8
RMSI,IT Services & Consulting,15,Hyderabad,8.9k,2.3k,195,3.6
Xoriant,IT Services & Consulting,46,Pune,11.8k,2.3k,234,4.1
Straive,IT Services & Consulting,101,Chennai,10.2k,2.3k,221,3.3
Akums Drugs & Pharmaceuticals Limited,Pharma,16,Haridwar,6.3k,2.3k,330,4.2
Sopra Steria,IT Services & Consulting,74,Noida,14k,2.3k,184,3.9
Lifestyle,Retail,22,Bengaluru,6.7k,2.3k,83,4.2
Kia India,Automobile,81,Anantapur,8.2k,2.3k,178,4.0
GVK Emergency Management and Research Institute,Non-Profit,63,Lucknow,4.6k,2.3k,117,3.6
Eureka Forbes,Consumer Electronics & Appliances,7,Mumbai,5.6k,2.3k,91,3.7
Sobha,Real Estate,57,Bengaluru,8.4k,2.3k,165,3.8
Apollo Pharmacy,Pharma,1k,Hyderabad,6.9k,2.3k,186,3.6
Lodha,Real Estate,179,Mumbai,8.7k,2.3k,172,4.1
Unacademy,EdTech,43,Bengaluru,10.2k,2.2k,239,2.9
Radisson Hotels,Hospitality,378,New Delhi,5.1k,2.2k,104,4.0
Myntra,Internet,36,Bengaluru,10.5k,2.2k,340,3.9
Endurance Technologies Limited,Auto Components,16,Chhatrapati Sambhajinagar,7.8k,2.2k,137,3.9
SBI Securities,Financial Services,42,Mumbai,6.7k,2.2k,184,3.6
Team Computers,IT Services & Consulting,169,New Delhi,8.5k,2.2k,200,3.6
TCE,Engineering & Construction,24,Mumbai,9.5k,2.2k,293,3.8
Panasonic Life Solutions India,Consumer Electronics & Appliances,21,Haridwar,6.8k,2.2k,97,3.9
GAO Tek,Electrical Equipment,--,New York,259,2.2k,561,4.5
AWL Agri Business,FMCG,13,Ahmedabad,6.8k,2.2k,133,4.0
Lava International,Consumer Electronics & Appliances,1,Noida,4.4k,2.2k,87,3.9
Newgen Software Technologies,IT Services & Consulting,56,Noida,11.5k,2.2k,203,4.0
Star Union Dai-ichi Life Insurance,Insurance,16,Mumbai,5.2k,2.2k,135,3.8
Daikin Airconditioning India Pvt. Ltd.,Consumer Electronics & Appliances,--,Neemrana,7.8k,2.2k,205,4.2
Whirlpool,Consumer Electronics & Appliances,17,Pune,8k,2.2k,119,4.0
Indian Railways,Railways,1,Kolkata,3.5k,2.2k,114,4.2
Cisco,Hardware & Networking,189,Bengaluru,18.7k,2.2k,413,4.1
Bharti AXA Life Insurance,Insurance,34,Mumbai,5.2k,2.2k,149,3.6
SBI General Insurance,Insurance,34,Mumbai,6.4k,2.2k,129,3.6
GlaxoSmithKline Pharmaceuticals,Pharma,46,Bengaluru,5.7k,2.2k,126,4.0
BNP Paribas,Banking,22,Mumbai,18.3k,2.2k,214,3.7
Renault Nissan Technology & Business Centre India,Automobile,20,Chennai,14.4k,2.2k,153,3.7
Coromandel International,Agro Chemicals,16,Visakhapatnam,7.6k,2.2k,126,4.1
Meesho,Internet,187,Bengaluru,9.5k,2.2k,426,3.7
Nokia Networks,Hardware & Networking,--,Chennai,10.4k,2.2k,126,4.1
Shahi Exports,Fashion & Textile,37,Bengaluru,6.9k,2.2k,125,3.9
Sify Technologies,IT Services & Consulting,54,Chennai,9.9k,2.2k,148,3.6
ValueLabs,IT Services & Consulting,76,Hyderabad,16.1k,2.2k,217,3.5
Ambuja Cements,Building Material,--,Mumbai,6.1k,2.2k,162,3.8
Allstate,Insurance,16,Pune,12.2k,2.1k,155,3.6
Bank of Baroda,Banking,--,Mumbai,7k,2.1k,119,3.5
Microsoft Corporation,Software Product,--,Bengaluru,29.7k,2.1k,619,3.8
Life Insurance Corporation of India,Insurance,2,New Delhi,4.6k,2.1k,99,4.4
Brakes India,Auto Components,6,Chennai,7.2k,2.1k,104,3.9
Huawei Technologies,Telecom,34,Bengaluru,7.9k,2.1k,119,4.0
BHEL,Electrical Equipment,--,Bengaluru,5.2k,2.1k,136,4.2
Cargill,Food Processing,314,Bengaluru,8.5k,2.1k,111,3.9
Spark Minda,Auto Components,9,Pune,7.2k,2.1k,160,3.8
upGrad,EdTech,66,Bengaluru,9.3k,2.1k,217,3.3
Mercedes-Benz Research and Development India,IT Services & Consulting,327,Bengaluru,17.8k,2.1k,208,3.6
Poonawalla Fincorp,NBFC,19,Pune,5.9k,2.1k,83,3.5
CAMS,Financial Services,24,Chennai,8.6k,2.1k,147,3.6
Power Mech Projects,Engineering & Construction,12,Hyderabad,6.6k,2.1k,122,3.8
Simplex Infrastructures,Engineering & Construction,--,Kolkata,4.5k,2.1k,83,3.4
FirstCry,Retail,5,Pune,8.6k,2.1k,211,3.6
Generali Central Life Insurance,Insurance,20,Mumbai,6.7k,2.1k,118,3.5
Pfizer,Pharma,63,Visakhapatnam,5.8k,2.1k,87,3.9
Bharat Petroleum,Oil & Gas,--,Mumbai,6.9k,2.1k,174,4.1
JK Tyre,Auto Components,--,Chennai,6.8k,2.1k,153,3.8
Saint-Gobain,Building Material,166,Mumbai,11.6k,2.1k,205,3.8
"Maruti Suzuki India Limited, Hansalpur",Automobile,--,Ahmedabad,6.8k,2.1k,227,4.2
Jio Platforms,IT Services & Consulting,--,Mumbai,14.1k,2.1k,259,3.4
Force Motors,Automobile,8,Pune,8.3k,2.1k,145,3.7
Nuvoco Vistas,Building Material,22,Kolkata,6.9k,2.1k,128,4.1
NTT DATA Business Solutions,IT Services & Consulting,21,Bengaluru,12.4k,2.1k,273,4.1
Kotak Securities,Financial Services,44,Mumbai,9.5k,2.1k,145,3.5
Manipal Hospitals,Healthcare,90,Bengaluru,6.9k,2.1k,137,4.1
Ola Cabs,Internet,13,Bengaluru,9k,2.1k,153,3.3
Raymond Lifestyle Limited,Fashion & Textile,--,Mumbai,6.5k,2.1k,115,4.1
Reliance Trends,Retail,--,Bengaluru,4.2k,2.1k,123,4.0
ITC Hotels,Hospitality,--,Bengaluru,5.3k,2k,103,4.1
Renault-Nissan,Automobile,--,Chennai,7.6k,2k,125,4.1
CitiusTech,IT Services & Consulting,55,Mumbai,14.3k,2k,314,3.2
IndusInd General Insurance,Insurance,13,Mumbai,7.1k,2k,99,3.6
Delphi TVS,Auto Components,4,Chennai,5.6k,2k,100,3.9
Infinite Computer Solutions,IT Services & Consulting,244,Bengaluru,15.1k,2k,173,3.3
Biological E,Pharma,35,Hyderabad,7k,2k,143,4.2
Henry Harvin Education,EdTech,42,Noida,915,2k,74,3.6
Extramarks Education,EdTech,4,Noida,7.4k,2k,172,3.3
Morgan Stanley,Financial Services,8,Mumbai,26.6k,2k,337,3.6
SGS,"Testing, Inspection and Certification (TIC)",137,Mumbai,6.3k,2k,126,3.8
EPAM Systems,IT Services & Consulting,222,Hyderabad,22.4k,2k,630,3.7
YASH Technologies,IT Services & Consulting,478,Hyderabad,16.2k,2k,171,3.7
K12 Techno Services,EdTech,412,Bengaluru,5.2k,2k,423,3.7
Senco Gold,Jewellery,2,Kolkata,1.5k,2k,633,4.4
Novartis,Pharma,109,Hyderabad,10.2k,2k,168,4.1
Ninjacart,Internet,19,Bengaluru,5k,2k,103,3.8
State Street Syntel,Financial Services,--,Mumbai,7k,2k,80,3.7
SAP,Software Product,--,Bengaluru,17.5k,2k,317,4.1
IDBI Bank,Banking,--,Mumbai,6.1k,2k,83,3.4
HSBC Electronic Data Processing,IT Services & Consulting,--,Bengaluru,8.6k,2k,90,4.0
Narayana Health,Healthcare,117,Bengaluru,6k,2k,94,4.0
AECOM,Engineering & Construction,208,Gurugram,7k,2k,151,4.2
Aditya Birla Health Insurance Co,Insurance,2,Mumbai,7.5k,2k,123,3.7
L&T Energy Hydrocarbon,Engineering & Construction,--,Vadodara,8.3k,1.9k,118,3.8
Paisabazaar.com,Internet,40,Gurugram,7k,1.9k,169,3.4
Honeywell Automation,Industrial Automation,--,Pune,12.1k,1.9k,133,3.7
Haier Appliances India,Consumer Electronics & Appliances,41,Pune,7k,1.9k,164,4.0
Schindler,Industrial Machinery,63,Pune,6.2k,1.9k,123,3.9
Shadowfax Technologies,Logistics,69,Bengaluru,7.5k,1.9k,168,3.5
Trent,Retail,17,Mumbai,4.8k,1.9k,109,3.8
Motherson Automotive Technologies and Engineering,Auto Components,30,Chennai,7.5k,1.9k,156,3.8
R.R. Donnelley,Marketing & Advertising,32,Chennai,10.2k,1.9k,128,3.6
Philips,Medical Equipment,138,Bengaluru,11k,1.9k,178,3.8
Dr Lal PathLabs,Healthcare,80,New Delhi,4.5k,1.9k,177,4.2
V-Guard Industries,Consumer Electronics & Appliances,49,Kochi,4.5k,1.9k,117,4.3
Microland,IT Services & Consulting,382,Bengaluru,10.8k,1.9k,144,3.5
NCR Voyix,IT Services & Consulting,17,Hyderabad,9.3k,1.9k,143,3.5
Uflex,Packaging,57,Noida,6.7k,1.9k,127,3.8
Parle Products,FMCG,7,Mumbai,3.8k,1.9k,121,3.9
Gabriel India Limited,Auto Components,--,Pune,5.8k,1.9k,132,4.1
CMS Infosystems,Software Product,8,Mumbai,4.7k,1.9k,78,3.5
Spinny,Internet,42,Gurugram,7.5k,1.9k,206,3.7
Globiva,BPO,187,Gurugram,5.2k,1.9k,138,3.0
Crisil,Analytics & KPO,686,Mumbai,13.3k,1.9k,214,3.5
Google,Software Product,602,Bengaluru,32.9k,1.9k,1k,4.4
Adecco Group,Recruitment,--,Bengaluru,7.1k,1.9k,118,3.8
CNH (Case New Holland),Industrial Machinery,23,Gurugram,5.9k,1.9k,138,3.7
Tekwissen,IT Services & Consulting,64,Visakhapatnam,585,1.9k,341,4.9
Angel One,FinTech,23,Mumbai,7.5k,1.9k,169,3.6
Lucas-TVS,Auto Components,5,Chennai,6k,1.9k,91,3.9
DHL Supply Chain,Logistics,84,Mumbai,6.1k,1.9k,122,4.2
Aye Finance,NBFC,19,Gurugram,3.5k,1.9k,97,4.1
Safexpress,Logistics,11,New Delhi,5.7k,1.9k,128,3.9
Aadhar Housing Finance,NBFC,3,Mumbai,5k,1.9k,117,4.0
G R Infraprojects,Engineering & Construction,23,Gurugram,5.3k,1.9k,164,4.1
NTPC,Power,--,New Delhi,4.3k,1.9k,182,4.2
HTC Global Services,IT Services & Consulting,7,Chennai,13.1k,1.9k,163,3.4
Thomson Reuters,Software Product,105,Bengaluru,10.6k,1.9k,138,3.8
Iris Software,IT Services & Consulting,696,Noida,7.9k,1.9k,206,3.8
Tata Power,Power,18,Mumbai,7.3k,1.9k,216,3.9
Infinx,Software Product,41,Hyderabad,5.3k,1.9k,208,3.7
Tata Tele Business Services,Telecom,57,Mumbai,4.5k,1.9k,54,3.6
Trident Group,Fashion & Textile,8,Barnala,5.3k,1.9k,136,3.3
Hindustan Aeronautics,Defence & Aerospace,--,Bengaluru,4.3k,1.9k,87,4.3
PI Industries,Agro Chemicals,14,Vadodara,6.9k,1.8k,138,3.8
TVS Sundram Fasteners,Auto Components,--,Chennai,6.7k,1.8k,93,3.6
Torrent Power,Power,61,Ahmedabad,7.8k,1.8k,163,3.8
ICICI Home Finance,Financial Services,10,Mumbai,5.2k,1.8k,100,3.7
KENT RO Systems,Consumer Electronics & Appliances,4,Noida,4.4k,1.8k,101,3.8
CSB Bank,Banking,3,Mumbai,7k,1.8k,107,3.2
NeoSOFT,IT Services & Consulting,90,Mumbai,10.7k,1.8k,300,3.4
Aragen Life Sciences,Clinical Research,106,Hyderabad,6.5k,1.8k,127,3.9
Jindal Saw,Iron & Steel,2,Mundra,6.5k,1.8k,144,4.0
Medi Assist India,Insurance,18,Bengaluru,7.3k,1.8k,136,3.5
First American (India),Insurance,48,Bengaluru,9.4k,1.8k,100,3.5
Verizon,Telecom,--,Hyderabad,11.7k,1.8k,132,3.5
Polycab Wires,Electrical Equipment,34,Vadodara,7.2k,1.8k,133,4.0
TELUS Digital,IT Services & Consulting,80,Noida,9.7k,1.8k,136,3.6
Honda Cars,Automobile,--,Bhiwadi,6.3k,1.8k,113,4.3
AXA Global Business Services,IT Services & Consulting,12,Pune,7.2k,1.8k,104,3.8
Fusion CX,BPO,176,Kolkata,4.5k,1.8k,143,3.3
Infra.Market,Building Material,9,Mumbai,3.7k,1.8k,277,3.9
AkzoNobel,Chemicals,25,Pune,4.3k,1.8k,141,4.1
Sterling & Wilson,Engineering & Construction,44,Mumbai,6.6k,1.8k,83,4.0
Capri Global Capital,NBFC,17,New Delhi,4.1k,1.8k,73,3.6
Godrej Properties,Real Estate,3,Mumbai,8.7k,1.8k,129,3.6
Innovsource Services,Recruitment,--,Mumbai,4.6k,1.8k,76,3.9
Stellar Migration,Other,--,Dubai,--,1.8k,2,1.3
Haldiram Foods International Limited,FMCG,--,Nagpur,5.9k,1.8k,155,3.8
Cafe Coffee Day,Hospitality,8,Bengaluru,3.8k,1.8k,81,3.7
DIVI'S Laboratories,Pharma,--,Visakhapatnam,6.8k,1.8k,103,3.6
MetLife,Insurance,62,Noida,9.2k,1.8k,102,4.0
Hindustan Petroleum,Oil & Gas,--,Mumbai,6k,1.8k,118,4.2
SS&C TECHNOLOGIES,IT Services & Consulting,79,Mumbai,13.4k,1.8k,198,3.2
Digit Insurance,Insurance,27,Bengaluru,5.8k,1.7k,231,3.7
Tata Communications Transformation Services,Telecom,--,Pune,8.4k,1.7k,101,3.8
Kalyan Jewellers,Jewellery,40,Thrissur,1.5k,1.7k,78,4.4
USHA International,Consumer Electronics & Appliances,13,Gurugram,4.8k,1.7k,114,4.1
Reckitt Benckiser,FMCG,46,Gurugram,6.3k,1.7k,106,3.9
Air India,Aviation,39,New Delhi,7.7k,1.7k,213,3.4
Security and Intelligence Services (India),Law Enforcement & Security,38,New Delhi,4.4k,1.7k,80,4.0
Future Retail,Retail,--,Mumbai,3.9k,1.7k,57,4.4
Dhani Loans and Services,NBFC,17,Gurugram,4.1k,1.7k,70,3.9
USV,Pharma,77,Mumbai,5.7k,1.7k,87,4.0
Isgec Heavy Engineering,Engineering & Construction,50,Noida,6.9k,1.7k,144,3.8
HDFC Securities,Financial Services,37,Mumbai,6.1k,1.7k,126,3.4
Vedantu,EdTech,35,Bengaluru,8.3k,1.7k,200,3.3
BT Business,Telecom,5,Gurugram,9.1k,1.7k,90,3.9
LivSpace,Architecture & Interior Design,117,Bengaluru,8k,1.7k,168,3.3
Pine Labs,FinTech,29,Noida,7.5k,1.7k,135,3.3
Adani Green Energy,Power,--,Ahmedabad,5.8k,1.7k,155,3.9
Annapurna Finance,NBFC,--,Bhubaneswar,3.8k,1.7k,84,3.9
Bata,Fashion & Textile,10,Gurugram,4.1k,1.7k,85,3.5
XBP Global,Internet,88,Chennai,7.6k,1.7k,102,3.2
Metro Cash & Carry,Retail,1,Bengaluru,4.8k,1.7k,77,4.0
BVG India,Facility Management Services,74,Pune,3.9k,1.7k,166,4.2
Mother Dairy Fruit & Vegetable,Food Processing,--,New Delhi,5k,1.7k,102,4.0
Indian Navy,Defence & Aerospace,--,Mumbai,3.4k,1.7k,37,4.6
Granules India Limited,Pharma,2,Hyderabad,6.2k,1.7k,84,3.8
NEC,IT Services & Consulting,3,Noida,5.5k,1.7k,79,4.0
Provana,BPO,43,Noida,4.1k,1.7k,175,3.9
Sysnet Global Technologies,IT Services & Consulting,24,New Delhi,4.1k,1.7k,142,3.7
Rungta Mines,Metals & Mining,--,Chaibasa,5.5k,1.7k,183,4.0
Cavinkare,FMCG,3,Chennai,4.8k,1.7k,71,4.0
Orange Business,IT Services & Consulting,12,Gurugram,8.9k,1.7k,115,4.1
Orchids International School,Education & Training,20,Bengaluru,3.8k,1.7k,340,3.9
Medanta the Medicity,Healthcare,76,Gurugram,5.1k,1.7k,128,4.0
Hitachi Astemo,Auto Components,--,Neemrana,6.3k,1.7k,135,4.0
FactSet,Analytics & KPO,36,Hyderabad,10.6k,1.7k,231,3.7
Caterpillar Inc,Industrial Machinery,211,Chennai,10.8k,1.7k,207,4.1
TTEC India,BPO,14,Ahmedabad,5.3k,1.7k,190,3.7
HighRadius,Software Product,44,Hyderabad,8.8k,1.7k,208,2.5
Frankfinn Institute of Air Hostess Training,Education & Training,113,Gurugram,3.2k,1.7k,126,3.9
Cushman & Wakefield,Real Estate,201,Gurugram,6.4k,1.7k,118,4.1
KONE,Industrial Machinery,66,Chennai,5.7k,1.6k,140,4.1
Yamaha Motor,Automobile,13,Chennai,5.2k,1.6k,87,4.1
MagicBricks,Internet,32,Noida,4.5k,1.6k,348,4.0
Rane (Madras),Auto Components,41,Chennai,4.9k,1.6k,94,3.9
DHL Express,Logistics,--,Mumbai,6.1k,1.6k,78,4.1
JSW Bhushan Power & Steel,Iron & Steel,--,Jharsuguda,4.9k,1.6k,78,4.0
BA Continuum,IT Services & Consulting,--,Hyderabad,10.3k,1.6k,112,3.9
L.G.Balakrishnan & Bros,Auto Components,3,Coimbatore,5.7k,1.6k,83,3.5
Procter & Gamble,FMCG,--,Mumbai,5.8k,1.6k,133,4.0
Compass Group Support Services,Facility Management Services,39,Bengaluru,5.4k,1.6k,86,4.0
Wipro Enterprises Ltd,FMCG,128,Bengaluru,8.1k,1.6k,204,3.8
American Broadcasting Company,Engineering & Construction,4,Bengaluru,34.3k,1.6k,595,4.0
Johnson & Johnson,Healthcare,14,Mumbai,5.8k,1.6k,115,4.0
Tata Play,Broadcasting,1,Mumbai,4.7k,1.6k,90,3.9
Vardhman Fabrics,Fashion & Textile,8,Baddi,5.3k,1.6k,80,4.0
Matrimony.com,Internet,37,Chennai,4.4k,1.6k,102,4.0
CG Power and Industrial Solutions,Electrical Equipment,2,Bhopal,6.5k,1.6k,106,3.8
Patanjali Foods,FMCG,11,Haridwar,4.4k,1.6k,101,3.7
Hero Motors Company,Automobile,2,Ghaziabad,6.1k,1.6k,97,3.9
Clover Infotech,IT Services & Consulting,121,Mumbai,11.7k,1.6k,140,3.4
Chegg,EdTech,8,New Delhi,3.9k,1.6k,167,4.1
Belrise Industries,Auto Components,14,Pune,6k,1.6k,106,3.7
Arvind Group,Fashion & Textile,--,Ahmedabad,5.3k,1.6k,80,4.0
Suryoday Small Finance Bank,Banking,4,Mumbai,4.6k,1.6k,96,4.0
CMA CGM,Ports & Shipping,17,Chennai,8k,1.6k,101,3.9
Krishna Maruti,Auto Components,7,Gurugram,5.1k,1.6k,130,3.8
NielsenIQ,Analytics & KPO,46,Chennai,9.7k,1.6k,229,3.5
Tata 1mg,Internet,75,Gurugram,6.9k,1.6k,219,3.6
HERE Technologies,IT Services & Consulting,11,Mumbai,7.6k,1.6k,112,3.8
ReNew,Power,38,Gurugram,6.2k,1.6k,137,4.2
Marico,FMCG,19,Mumbai,5.6k,1.6k,102,3.8
IIFL SAMASTA,NBFC,3,Bengaluru,3.2k,1.6k,83,3.7
Toyota Kirloskar Motor,Automobile,--,Bengaluru,4.5k,1.6k,78,4.3
Coronis Ajuba Solutions,BPO,34,Chennai,5.7k,1.6k,93,3.9
Godrej Industries Group,Real Estate,3,Mumbai,3k,1.6k,151,3.9
PharmEasy,Internet,--,Bengaluru,6.5k,1.6k,117,3.7
Welspun Living Limited,Fashion & Textile,--,Anjar,5.1k,1.6k,90,3.9
Goldman Sachs,Financial Services,347,Bengaluru,20.1k,1.6k,412,3.3
Dixon Technologies,Electronics Manufacturing,28,Noida,5.7k,1.6k,144,3.9
Wockhardt,Pharma,9,Chhatrapati Sambhajinagar,4.1k,1.6k,66,3.8
Honda,Automobile,4,Gurugram,4k,1.6k,113,4.1
Satin Creditcare Network,NBFC,5,Gurugram,3.1k,1.6k,64,3.9
Emami,FMCG,10,Kolkata,5.2k,1.6k,104,3.8
Shriram Life Insurance,Insurance,21,Hyderabad,4.8k,1.6k,110,3.5
Veritas Finance,NBFC,--,Chennai,2.1k,1.6k,88,4.3
Health Care Global Enterprises,Healthcare,90,Bengaluru,2.8k,1.6k,159,4.3
Teva Pharmaceuticals,Pharma,30,Bengaluru,5.6k,1.6k,119,3.9
ZF Commercial Vehicle Control Systems,Auto Components,--,Chennai,3.8k,1.6k,80,3.8
iOPEX Technologies,IT Services & Consulting,44,Chennai,5.9k,1.6k,88,3.2
Supreme Industries,Petrochemicals,--,Gwalior,5.7k,1.5k,97,4.1
Mercer,Management Consulting,236,New Delhi,9.8k,1.5k,97,3.6
KFC,Hospitality,--,New Delhi,2.9k,1.5k,86,4.0
Sanofi,Pharma,159,Hyderabad,5.6k,1.5k,98,4.0
Relaxo Footwear,Fashion & Textile,38,New Delhi,4.7k,1.5k,109,4.0
Asahi India Glass,Auto Components,44,Chennai,5.2k,1.5k,111,3.8
Urban Company,Internet,87,Gurugram,6.7k,1.5k,168,3.3
Broadridge Financial Solutions,FinTech,51,Hyderabad,10.8k,1.5k,163,3.8
Cemindia Projects,Engineering & Construction,4,Kolkata,2.8k,1.5k,91,4.2
IFB,Consumer Electronics & Appliances,--,Bengaluru,5.4k,1.5k,121,3.6
Amul India,Food Processing,--,Ahmedabad,4.1k,1.5k,155,4.0
IndiaFirst Life Insurance,Insurance,24,Mumbai,3.9k,1.5k,81,3.8
Bajaj Capital,Financial Services,540,New Delhi,3.7k,1.5k,168,3.6
Marriott International,Hospitality,1.8k,Bengaluru,4.7k,1.5k,100,4.1
Dainik Bhaskar Group,Printing & Publishing,334,Bhopal,4.4k,1.5k,80,4.2
Suguna Foods,Food Processing,17,Coimbatore,4.1k,1.5k,94,4.0
Gujarat Fluorochemicals,Chemicals,16,Bharuch,6.6k,1.5k,107,3.9
Kotak Mahindra Prime,NBFC,--,Mumbai,5.1k,1.5k,69,3.9
Nayara Energy,Oil & Gas,16,Jamnagar,6k,1.5k,97,4.2
HCL Infosystems,IT Services & Consulting,--,Noida,7.1k,1.5k,146,4.0
Muthoot Microfin,NBFC,8,Kochi,2.4k,1.5k,83,4.2
Hinduja Leyland Finance,NBFC,7,Chennai,2.8k,1.5k,58,3.9
Tesco,Retail,7,Bengaluru,8.9k,1.5k,149,3.6
Bisleri,Beverage,23,Mumbai,4.3k,1.5k,115,4.2
SHYAM METALICS AND ENERGY,Metals & Mining,6,Kolkata,4.7k,1.5k,155,3.4
Lumax Industries,Auto Components,15,Gurugram,5.6k,1.5k,100,3.9
XL Dynamics,IT Services & Consulting,8,Mumbai,3.6k,1.5k,96,3.6
Patra India,BPO,6,Visakhapatnam,6k,1.5k,119,3.6
Steel Strips Wheels,Auto Components,16,Chennai,5.5k,1.5k,89,3.8
Oracle Cerner,Software Product,--,Bengaluru,10.1k,1.5k,170,3.4
Evalueserve,Analytics & KPO,27,Gurugram,10.3k,1.5k,141,3.0
GMR Group,Engineering & Construction,14,New Delhi,4.6k,1.5k,104,3.9
Karur Vysya Bank,Banking,9,Chennai,4.6k,1.5k,106,3.5
Tata Consumer Products,FMCG,3,Bengaluru,5.8k,1.5k,99,3.5
GE VERNOVA,Power,246,Bengaluru,5.3k,1.5k,113,4.1
Canara Bank,Banking,--,Bengaluru,4.1k,1.5k,50,3.6
Piramal Pharma,Pharma,38,Mumbai,6.4k,1.5k,119,4.0
SAI Life Sciences,Clinical Research,33,Hyderabad,6k,1.5k,108,3.9
Ashoka Buildcon,Engineering & Construction,1,Nashik,4k,1.5k,81,4.1
Max Fashion,Retail,6,Bengaluru,3.4k,1.5k,77,4.0
Page Industries,Fashion & Textile,4,Bengaluru,4.7k,1.5k,71,4.1
Honeywell Technology Solutions,Industrial Automation,--,Bengaluru,11.3k,1.5k,164,3.7
QualityKiosk Technologies,IT Services & Consulting,80,Mumbai,11.1k,1.5k,166,3.2
Tanishq,Jewellery,--,Kolkata,3.1k,1.5k,111,4.1
Wheelseye Technology,Internet,19,Gurugram,3.8k,1.5k,117,3.4
Taurus BPO Services,BPO,1,Pune,959,1.4k,35,4.1
Tata AutoComp Systems,Auto Components,51,Pune,6.7k,1.4k,117,3.8
Sonata Software,IT Services & Consulting,145,Bengaluru,11.2k,1.4k,137,3.4
Gland Pharma,Pharma,4,Hyderabad,6k,1.4k,89,4.0
Tata Group,IT Services & Consulting,--,Mumbai,5.5k,1.4k,380,4.2
ISS Facility Services,Facility Management Services,12,Mumbai,4.1k,1.4k,69,4.0
Devyani International,Hospitality,12,New Delhi,3.4k,1.4k,71,3.8
Oberoi Group of Hotels,Hospitality,--,New Delhi,3.8k,1.4k,96,4.1
Airtel Payments Bank,Banking,19,Gurugram,5k,1.4k,112,3.8
Daimler India Commercial Vehicles,Automobile,13,Chennai,6.7k,1.4k,75,3.9
Valeo,Auto Components,135,Chennai,8k,1.4k,105,4.0
Indoco Remedies,Pharma,3,Mumbai,5.6k,1.4k,88,3.5
Aon,Management Consulting,55,Bengaluru,6.2k,1.4k,86,3.8
